Student ID,Quarter,Period,Total School Days,Days Present,Days Absent,Days Tardy,Attendance Rate (%),Chronic Absentee (>10%)
STU0050,Q1,Q1 2023,45,44,1,0,97.8,No
STU0050,Q2,Q2 2023,45,45,0,0,100,No
STU0050,Q3,Q3 2023,45,43,2,1,95.6,No
STU0050,Q4,Q4 2023,45,45,0,0,100,No
STU0051,Q1,Q1 2023,45,39,6,0,86.7,Yes
STU0051,Q2,Q2 2023,45,41,4,2,91.1,No
STU0051,Q3,Q3 2023,45,41,4,1,91.1,No
STU0051,Q4,Q4 2023,45,39,6,2,86.7,Yes
STU0052,Q1,Q1 2023,45,42,3,0,93.3,No
STU0052,Q2,Q2 2023,45,43,2,1,95.6,No
STU0052,Q3,Q3 2023,45,42,3,1,93.3,No
STU0052,Q4,Q4 2023,45,42,3,1,93.3,No
STU0053,Q1,Q1 2023,45,44,1,0,97.8,No
STU0053,Q2,Q2 2023,45,42,3,1,93.3,No
STU0053,Q3,Q3 2023,45,44,1,0,97.8,No
STU0053,Q4,Q4 2023,45,43,2,0,95.6,No
STU0054,Q1,Q1 2023,45,39,6,3,86.7,Yes
STU0054,Q2,Q2 2023,45,41,4,2,91.1,No
STU0054,Q3,Q3 2023,45,38,7,3,84.4,Yes
STU0054,Q4,Q4 2023,45,40,5,1,88.9,Yes
STU0055,Q1,Q1 2023,45,39,6,2,86.7,Yes
STU0055,Q2,Q2 2023,45,39,6,0,86.7,Yes
STU0055,Q3,Q3 2023,45,40,5,2,88.9,Yes
STU0055,Q4,Q4 2023,45,40,5,1,88.9,Yes
STU0056,Q1,Q1 2023,45,44,1,0,97.8,No
STU0056,Q2,Q2 2023,45,44,1,0,97.8,No
STU0056,Q3,Q3 2023,45,43,2,0,95.6,No
STU0056,Q4,Q4 2023,45,43,2,1,95.6,No
STU0057,Q1,Q1 2023,45,39,6,2,86.7,Yes
STU0057,Q2,Q2 2023,45,39,6,0,86.7,Yes
STU0057,Q3,Q3 2023,45,42,3,0,93.3,No
STU0057,Q4,Q4 2023,45,41,4,1,91.1,No
STU0058,Q1,Q1 2023,45,40,5,2,88.9,Yes
STU0058,Q2,Q2 2023,45,40,5,1,88.9,Yes
STU0058,Q3,Q3 2023,45,42,3,1,93.3,No
STU0058,Q4,Q4 2023,45,42,3,1,93.3,No
STU0059,Q1,Q1 2023,45,44,1,0,97.8,No
STU0059,Q2,Q2 2023,45,43,2,0,95.6,No
STU0059,Q3,Q3 2023,45,43,2,1,95.6,No
STU0059,Q4,Q4 2023,45,44,1,0,97.8,No
STU0060,Q1,Q1 2023,45,41,4,1,91.1,No
STU0060,Q2,Q2 2023,45,39,6,0,86.7,Yes
STU0060,Q3,Q3 2023,45,41,4,2,91.1,No
STU0060,Q4,Q4 2023,45,40,5,1,88.9,Yes
STU0061,Q1,Q1 2023,45,36,9,4,80,Yes
STU0061,Q2,Q2 2023,45,38,7,3,84.4,Yes
STU0061,Q3,Q3 2023,45,36,9,2,80,Yes
STU0061,Q4,Q4 2023,45,35,10,5,77.8,Yes
STU0062,Q1,Q1 2023,45,38,7,0,84.4,Yes
STU0062,Q2,Q2 2023,45,38,7,0,84.4,Yes
STU0062,Q3,Q3 2023,45,38,7,3,84.4,Yes
STU0062,Q4,Q4 2023,45,38,7,2,84.4,Yes
STU0063,Q1,Q1 2023,45,43,2,0,95.6,No
STU0063,Q2,Q2 2023,45,40,5,0,88.9,Yes
STU0063,Q3,Q3 2023,45,42,3,0,93.3,No
STU0063,Q4,Q4 2023,45,40,5,2,88.9,Yes
STU0064,Q1,Q1 2023,45,44,1,0,97.8,No
STU0064,Q2,Q2 2023,45,42,3,0,93.3,No
STU0064,Q3,Q3 2023,45,43,2,0,95.6,No
STU0064,Q4,Q4 2023,45,43,2,0,95.6,No
STU0065,Q1,Q1 2023,45,39,6,1,86.7,Yes
STU0065,Q2,Q2 2023,45,39,6,2,86.7,Yes
STU0065,Q3,Q3 2023,45,37,8,2,82.2,Yes
STU0065,Q4,Q4 2023,45,39,6,3,86.7,Yes
STU0066,Q1,Q1 2023,45,39,6,0,86.7,Yes
STU0066,Q2,Q2 2023,45,38,7,1,84.4,Yes
STU0066,Q3,Q3 2023,45,39,6,3,86.7,Yes
STU0066,Q4,Q4 2023,45,39,6,2,86.7,Yes
STU0067,Q1,Q1 2023,45,41,4,1,91.1,No
STU0067,Q2,Q2 2023,45,39,6,3,86.7,Yes
STU0067,Q3,Q3 2023,45,38,7,0,84.4,Yes
STU0067,Q4,Q4 2023,45,38,7,1,84.4,Yes
STU0068,Q1,Q1 2023,45,45,0,0,100,No
STU0068,Q2,Q2 2023,45,45,0,0,100,No
STU0068,Q3,Q3 2023,45,43,2,1,95.6,No
STU0068,Q4,Q4 2023,45,43,2,1,95.6,No
STU0069,Q1,Q1 2023,45,41,4,0,91.1,No
STU0069,Q2,Q2 2023,45,40,5,0,88.9,Yes
STU0069,Q3,Q3 2023,45,39,6,0,86.7,Yes
STU0069,Q4,Q4 2023,45,40,5,2,88.9,Yes
STU0070,Q1,Q1 2023,45,38,7,1,84.4,Yes
STU0070,Q2,Q2 2023,45,40,5,1,88.9,Yes
STU0070,Q3,Q3 2023,45,40,5,2,88.9,Yes
STU0070,Q4,Q4 2023,45,41,4,1,91.1,No
STU0071,Q1,Q1 2023,45,44,1,0,97.8,No
STU0071,Q2,Q2 2023,45,45,0,0,100,No
STU0071,Q3,Q3 2023,45,44,1,0,97.8,No
STU0071,Q4,Q4 2023,45,45,0,0,100,No
STU0072,Q1,Q1 2023,45,40,5,0,88.9,Yes
STU0072,Q2,Q2 2023,45,40,5,2,88.9,Yes
STU0072,Q3,Q3 2023,45,40,5,1,88.9,Yes
STU0072,Q4,Q4 2023,45,41,4,2,91.1,No
STU0073,Q1,Q1 2023,45,42,3,1,93.3,No
STU0073,Q2,Q2 2023,45,41,4,0,91.1,No
STU0073,Q3,Q3 2023,45,41,4,0,91.1,No
STU0073,Q4,Q4 2023,45,40,5,0,88.9,Yes
STU0074,Q1,Q1 2023,45,45,0,0,100,No
STU0074,Q2,Q2 2023,45,45,0,0,100,No
STU0074,Q3,Q3 2023,45,45,0,0,100,No
STU0074,Q4,Q4 2023,45,44,1,0,97.8,No
STU0075,Q1,Q1 2023,45,39,6,0,86.7,Yes
STU0075,Q2,Q2 2023,45,39,6,2,86.7,Yes
STU0075,Q3,Q3 2023,45,38,7,2,84.4,Yes
STU0075,Q4,Q4 2023,45,39,6,0,86.7,Yes
STU0076,Q1,Q1 2023,45,42,3,1,93.3,No
STU0076,Q2,Q2 2023,45,42,3,1,93.3,No
STU0076,Q3,Q3 2023,45,41,4,0,91.1,No
STU0076,Q4,Q4 2023,45,43,2,0,95.6,No
STU0077,Q1,Q1 2023,45,44,1,0,97.8,No
STU0077,Q2,Q2 2023,45,42,3,0,93.3,No
STU0077,Q3,Q3 2023,45,42,3,0,93.3,No
STU0077,Q4,Q4 2023,45,43,2,0,95.6,No
STU0078,Q1,Q1 2023,45,43,2,0,95.6,No
STU0078,Q2,Q2 2023,45,44,1,0,97.8,No
STU0078,Q3,Q3 2023,45,45,0,0,100,No
STU0078,Q4,Q4 2023,45,43,2,0,95.6,No
STU0079,Q1,Q1 2023,45,44,1,0,97.8,No
STU0079,Q2,Q2 2023,45,44,1,0,97.8,No
STU0079,Q3,Q3 2023,45,45,0,0,100,No
STU0079,Q4,Q4 2023,45,42,3,0,93.3,No
STU0080,Q1,Q1 2023,45,43,2,0,95.6,No
STU0080,Q2,Q2 2023,45,43,2,0,95.6,No
STU0080,Q3,Q3 2023,45,44,1,0,97.8,No
STU0080,Q4,Q4 2023,45,43,2,1,95.6,No
STU0081,Q1,Q1 2023,45,42,3,1,93.3,No
STU0081,Q2,Q2 2023,45,44,1,0,97.8,No
STU0081,Q3,Q3 2023,45,43,2,1,95.6,No
STU0081,Q4,Q4 2023,45,42,3,0,93.3,No
STU0082,Q1,Q1 2023,45,42,3,0,93.3,No
STU0082,Q2,Q2 2023,45,42,3,1,93.3,No
STU0082,Q3,Q3 2023,45,42,3,0,93.3,No
STU0082,Q4,Q4 2023,45,41,4,1,91.1,No
STU0083,Q1,Q1 2023,45,41,4,1,91.1,No
STU0083,Q2,Q2 2023,45,41,4,2,91.1,No
STU0083,Q3,Q3 2023,45,41,4,2,91.1,No
STU0083,Q4,Q4 2023,45,39,6,2,86.7,Yes
STU0084,Q1,Q1 2023,45,38,7,1,84.4,Yes
STU0084,Q2,Q2 2023,45,39,6,1,86.7,Yes
STU0084,Q3,Q3 2023,45,39,6,1,86.7,Yes
STU0084,Q4,Q4 2023,45,39,6,3,86.7,Yes
STU0085,Q1,Q1 2023,45,43,2,0,95.6,No
STU0085,Q2,Q2 2023,45,44,1,0,97.8,No
STU0085,Q3,Q3 2023,45,44,1,0,97.8,No
STU0085,Q4,Q4 2023,45,45,0,0,100,No
STU0086,Q1,Q1 2023,45,45,0,0,100,No
STU0086,Q2,Q2 2023,45,45,0,0,100,No
STU0086,Q3,Q3 2023,45,45,0,0,100,No
STU0086,Q4,Q4 2023,45,45,0,0,100,No
STU0087,Q1,Q1 2023,45,44,1,0,97.8,No
STU0087,Q2,Q2 2023,45,42,3,1,93.3,No
STU0087,Q3,Q3 2023,45,44,1,0,97.8,No
STU0087,Q4,Q4 2023,45,44,1,0,97.8,No
STU0088,Q1,Q1 2023,45,34,11,1,75.6,Yes
STU0088,Q2,Q2 2023,45,34,11,5,75.6,Yes
STU0088,Q3,Q3 2023,45,34,11,4,75.6,Yes
STU0088,Q4,Q4 2023,45,35,10,2,77.8,Yes
STU0089,Q1,Q1 2023,45,39,6,1,86.7,Yes
STU0089,Q2,Q2 2023,45,39,6,2,86.7,Yes
STU0089,Q3,Q3 2023,45,40,5,2,88.9,Yes
STU0089,Q4,Q4 2023,45,40,5,2,88.9,Yes
STU0090,Q1,Q1 2023,45,37,8,0,82.2,Yes
STU0090,Q2,Q2 2023,45,38,7,1,84.4,Yes
STU0090,Q3,Q3 2023,45,36,9,4,80,Yes
STU0090,Q4,Q4 2023,45,37,8,4,82.2,Yes
STU0091,Q1,Q1 2023,45,40,5,0,88.9,Yes
STU0091,Q2,Q2 2023,45,38,7,1,84.4,Yes
STU0091,Q3,Q3 2023,45,37,8,4,82.2,Yes
STU0091,Q4,Q4 2023,45,38,7,2,84.4,Yes
STU0092,Q1,Q1 2023,45,34,11,4,75.6,Yes
STU0092,Q2,Q2 2023,45,34,11,0,75.6,Yes
STU0092,Q3,Q3 2023,45,35,10,0,77.8,Yes
STU0092,Q4,Q4 2023,45,34,11,0,75.6,Yes
STU0093,Q1,Q1 2023,45,36,9,0,80,Yes
STU0093,Q2,Q2 2023,45,37,8,4,82.2,Yes
STU0093,Q3,Q3 2023,45,36,9,2,80,Yes
STU0093,Q4,Q4 2023,45,38,7,1,84.4,Yes
STU0094,Q1,Q1 2023,45,39,6,3,86.7,Yes
STU0094,Q2,Q2 2023,45,40,5,2,88.9,Yes
STU0094,Q3,Q3 2023,45,38,7,0,84.4,Yes
STU0094,Q4,Q4 2023,45,39,6,3,86.7,Yes
STU0095,Q1,Q1 2023,45,38,7,2,84.4,Yes
STU0095,Q2,Q2 2023,45,39,6,2,86.7,Yes
STU0095,Q3,Q3 2023,45,39,6,3,86.7,Yes
STU0095,Q4,Q4 2023,45,39,6,1,86.7,Yes
STU0096,Q1,Q1 2023,45,37,8,3,82.2,Yes
STU0096,Q2,Q2 2023,45,37,8,2,82.2,Yes
STU0096,Q3,Q3 2023,45,38,7,3,84.4,Yes
STU0096,Q4,Q4 2023,45,37,8,0,82.2,Yes
STU0097,Q1,Q1 2023,45,40,5,2,88.9,Yes
STU0097,Q2,Q2 2023,45,39,6,0,86.7,Yes
STU0097,Q3,Q3 2023,45,41,4,0,91.1,No
STU0097,Q4,Q4 2023,45,39,6,3,86.7,Yes
STU0098,Q1,Q1 2023,45,37,8,3,82.2,Yes
STU0098,Q2,Q2 2023,45,37,8,3,82.2,Yes
STU0098,Q3,Q3 2023,45,36,9,3,80,Yes
STU0098,Q4,Q4 2023,45,37,8,1,82.2,Yes
STU0099,Q1,Q1 2023,45,40,5,1,88.9,Yes
STU0099,Q2,Q2 2023,45,39,6,1,86.7,Yes
STU0099,Q3,Q3 2023,45,39,6,2,86.7,Yes
STU0099,Q4,Q4 2023,45,38,7,2,84.4,Yes
STU0100,Q1,Q1 2023,45,44,1,0,97.8,No
STU0100,Q2,Q2 2023,45,42,3,1,93.3,No
STU0100,Q3,Q3 2023,45,43,2,0,95.6,No
STU0100,Q4,Q4 2023,45,43,2,1,95.6,No
STU0101,Q1,Q1 2023,45,44,1,0,97.8,No
STU0101,Q2,Q2 2023,45,43,2,1,95.6,No
STU0101,Q3,Q3 2023,45,43,2,0,95.6,No
STU0101,Q4,Q4 2023,45,44,1,0,97.8,No
STU0102,Q1,Q1 2023,45,38,7,0,84.4,Yes
STU0102,Q2,Q2 2023,45,38,7,2,84.4,Yes
STU0102,Q3,Q3 2023,45,39,6,3,86.7,Yes
STU0102,Q4,Q4 2023,45,37,8,1,82.2,Yes
STU0103,Q1,Q1 2023,45,41,4,0,91.1,No
STU0103,Q2,Q2 2023,45,41,4,0,91.1,No
STU0103,Q3,Q3 2023,45,39,6,0,86.7,Yes
STU0103,Q4,Q4 2023,45,40,5,1,88.9,Yes
STU0104,Q1,Q1 2023,45,41,4,1,91.1,No
STU0104,Q2,Q2 2023,45,41,4,2,91.1,No
STU0104,Q3,Q3 2023,45,41,4,1,91.1,No
STU0104,Q4,Q4 2023,45,42,3,0,93.3,No
STU0105,Q1,Q1 2023,45,45,0,0,100,No
STU0105,Q2,Q2 2023,45,43,2,1,95.6,No
STU0105,Q3,Q3 2023,45,45,0,0,100,No
STU0105,Q4,Q4 2023,45,45,0,0,100,No
STU0106,Q1,Q1 2023,45,43,2,0,95.6,No
STU0106,Q2,Q2 2023,45,44,1,0,97.8,No
STU0106,Q3,Q3 2023,45,45,0,0,100,No
STU0106,Q4,Q4 2023,45,44,1,0,97.8,No
STU0107,Q1,Q1 2023,45,38,7,2,84.4,Yes
STU0107,Q2,Q2 2023,45,39,6,3,86.7,Yes
STU0107,Q3,Q3 2023,45,38,7,0,84.4,Yes
STU0107,Q4,Q4 2023,45,38,7,0,84.4,Yes
STU0108,Q1,Q1 2023,45,39,6,3,86.7,Yes
STU0108,Q2,Q2 2023,45,41,4,2,91.1,No
STU0108,Q3,Q3 2023,45,39,6,3,86.7,Yes
STU0108,Q4,Q4 2023,45,41,4,0,91.1,No
STU0109,Q1,Q1 2023,45,35,10,1,77.8,Yes
STU0109,Q2,Q2 2023,45,33,12,4,73.3,Yes
STU0109,Q3,Q3 2023,45,35,10,2,77.8,Yes
STU0109,Q4,Q4 2023,45,33,12,0,73.3,Yes
STU0110,Q1,Q1 2023,45,43,2,0,95.6,No
STU0110,Q2,Q2 2023,45,44,1,0,97.8,No
STU0110,Q3,Q3 2023,45,42,3,1,93.3,No
STU0110,Q4,Q4 2023,45,43,2,1,95.6,No
STU0111,Q1,Q1 2023,45,45,0,0,100,No
STU0111,Q2,Q2 2023,45,42,3,0,93.3,No
STU0111,Q3,Q3 2023,45,42,3,0,93.3,No
STU0111,Q4,Q4 2023,45,44,1,0,97.8,No
STU0112,Q1,Q1 2023,45,45,0,0,100,No
STU0112,Q2,Q2 2023,45,44,1,0,97.8,No
STU0112,Q3,Q3 2023,45,45,0,0,100,No
STU0112,Q4,Q4 2023,45,45,0,0,100,No
STU0113,Q1,Q1 2023,45,40,5,1,88.9,Yes
STU0113,Q2,Q2 2023,45,40,5,0,88.9,Yes
STU0113,Q3,Q3 2023,45,42,3,1,93.3,No
STU0113,Q4,Q4 2023,45,42,3,0,93.3,No
